"Variable","Description","Affects"
"NODE_EXTRA_CA_CERTS","**[your CA certificate file path]**  Set this Node.js environment variable to direct Node to accept CA certificates you have provided, in addition to its built-in CA certs. In the case of the Iron Bank based image, DoD CA certificates are already located here: ``/etc/pki/ca-trust/source/anchors/Certificates_PKCS7_v5.7_DoD.pem``","Node.js, API"
